,TWEET,USER NAME,USER LOCATION
40,7th loading #Messi #LM7 https://t.co/2kEmzr4RIZ,tavonalex,
41,"RT @seniorabbati: Retweet my hutsle please ✊

Price:5k
Location: kaduna
whatsApp/call:07066553389
Nationwide delivery 🚚

#Nigeria #Giroud #…",AmeboCentralng,https://bit.ly/2WyEbid
42,RT @Manutdway11: Pep #Guardiola when #Messi scored but then realised it's against his club #PSGMCI 🤣🤣🤣 https://t.co/Bc7A1NvQ6E,SivinhoRicardo1,
43,"RT @KrishnaKini51: Vardy still clear😏

#LCFC #PSG #Messi https://t.co/edfUjtmLET",negatifo_,Indonesia
44,"RT @RayHudson: a goal so sublime you can feel your soul banging on ya ribcage screaming to be let out #Messi 
#PSGMANCITY",mayhorizzy,Nigeria
45,"Yes, the Messi goal is wonderful. But, look at how consumed the linesman was tracking his run that he entered the p… https://t.co/bK30VEWr4k",SBakshi13,"New Delhi, India"
46,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,basooty123,المملكة العربية السعودية
47,"RT @BeingShakeel55: That's fucking cool, he went down to congratulate Messi on his first goal of many to come.👏👏
#Messi 
#PSG https://t.co/…",130Lnz,"Marseille, France"
48,RT @LeoCuccittini_: The way the team gathers around Leo #Messi to celebrate his goal is just beautiful to watch. https://t.co/lhRbvo9TF6,AguMontenegro03, Termas De Rio Hondo 
49,Hotel owners raise alarm over multiple taxations in Imo - https://t.co/mthTVX0xWF #News #IMO#BBnaija #Messi #Wizkid #Davido,notice_com_ng,"Lagos, Nigeria"
50,RT @LeoCuccittini_: The way the team gathers around Leo #Messi to celebrate his goal is just beautiful to watch. https://t.co/lhRbvo9TF6,Ferdynand__,"Abuja, Nigeria"
51,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",neau_alain,Picardie
52,"RT @ripdsoul: My GOAT 🐐 doesn’t do farmers 
Look at that run 😭😭
#Messi will always be the GOAT
King Leo Messi 
#PSGMCI https://t.co/NTdKWpO…",jErRy_PiZzEl,
53,FEC approves 14-day paternity leave for male civil servants - https://t.co/8YBzhl8hHB #News #FEC#BBnaija #Messi #Wizkid #Davido,notice_com_ng,"Lagos, Nigeria"
54,"#Arabic_GCSE_Exam 
#Edexcel_GCSE_Arabic 
#maya_tawfeek 
#JISOO_DiorParisFW 
#JENNIE 
#genshinanniversary… https://t.co/9JdYZ274Ur",ARABIC_GCSE,"Dubai, United Arab Emirates"
55,"Liquorose names housemates to emerge first, second, third, others - BBNaija - https://t.co/MWymy3rMgr… https://t.co/vaeSvohGGf",notice_com_ng,"Lagos, Nigeria"
56,18.6m patients die of Cardiovascular related disease annually – Health expert - World Heart Day -… https://t.co/fWDibYiVpj,notice_com_ng,"Lagos, Nigeria"
57,"RT @seniorabbati: Retweet my hutsle please ✊

Price:5k
Location: kaduna
whatsApp/call:07066553389
Nationwide delivery 🚚

#Nigeria #Giroud #…",Sire__Gift,
58,"RT @q_seunfunmi: ✨✨The difference between style and fashion is quality.” – Giorgio Armani✨✨

✨”MR FIT SET” is available in all sizes. Limit…",FirstLove04_,Canada in jesus name
59,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,Laqg1Yy2C6majhj,
60,"RT @Esauchitwa: Messi: Should I be Doing this while Herrera is Watching?
Neymar: See how hard it is to defend against what You invented 😂😂…",bottlelonafc,
61,"RT @beINSPORTS_EN: 😅 Caption this 👇

#beINUCL #PSG #Messi #UCL 
https://t.co/i1jJd9K2SK",iamdianexfcb,
62,"RT @rioferdy5: The disrespect 😂😂😂

#Messi #UCL

 https://t.co/e9BnxYs0zt",divyaaaansh,"Kanpur, India"
63,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",CM16083044,Somewhere over the rainbow
64,"Why Benue APC chairmanship seat should remain in Zone C - Party Chieftain, Ogenyi - https://t.co/XzHQtfWpMr… https://t.co/UrkISjhgkN",notice_com_ng,"Lagos, Nigeria"
65,"RT @q_seunfunmi: ✨✨The difference between style and fashion is quality.” – Giorgio Armani✨✨

✨”MR FIT SET” is available in all sizes. Limit…",heygirlng,"Lagos, Nigeria"
66,@ESPNFC comparing #Messi to @HKane is straight up disrespectful to Sen. Messi,DoubleDee1_,"Cape Town, South Africa"
67,"RT @rioferdy5: The disrespect 😂😂😂

#Messi #UCL

 https://t.co/e9BnxYs0zt",mnmariano,Lisboa
68,"RT @ripdsoul: My GOAT 🐐 doesn’t do farmers 
Look at that run 😭😭
#Messi will always be the GOAT
King Leo Messi 
#PSGMCI https://t.co/NTdKWpO…",PrincePartonton,Accra Adenta
69,IGP assures maximum security during Nigeria Independence Day Celebrations - https://t.co/1v0HklBdvT #News #IGP #Nig… https://t.co/AJBbj0pxju,notice_com_ng,"Lagos, Nigeria"
70,"Dates, nominees, winners to be announced in October - Ballon d' Or 2021 - https://t.co/0glEnElGSp #Sport #Ballond’O… https://t.co/X6nuggKlsm",notice_com_ng,"Lagos, Nigeria"
71,"RT @1xbet___Odds: #UCL #JUVCHE

#Juventus Vs. #Chelsea

Place your bets #1xBet
https://t.co/HSir7fzU7Q

Use promocode 👉5X55

200% BONUS ON…",GuineeTags,"Paris, France"
72,Not bad for not playing in the prem #Messi #ChampionsLeague https://t.co/lX8wGkNpnT,EUChaz,join my discord
73,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",frambs_bg,"Héraut , Montpelier    "
74,"#UCL #JUVCHE

#Juventus Vs. #Chelsea

Place your bets #1xBet
https://t.co/HSir7fzU7Q

Use promocode 👉5X55

200% BON… https://t.co/N8OYdsbQ3E",1xbet___Odds,code promo 1xbet : 5X55
75,"RT @EhsaN_PSG: Messi will be the 7th Ballon d’Or winner soon ⌛and he will be revealed on 29th November 2021
😉🤩❤️..

#Messi #BallondOr #PSG…",EhsaN_PSG,
76,"RT @RayHudson: a goal so sublime you can feel your soul banging on ya ribcage screaming to be let out #Messi 
#PSGMANCITY",Tau_oddyseus,📍Welbedacht || Johannesburg
77,"Jonathan suggests solutions, backs e-transmission of election results - Insecurity - https://t.co/l5mXj2HdbO… https://t.co/b3FaVfSe5a",notice_com_ng,"Lagos, Nigeria"
78,"Soul II Soul - Back To Life (However Do You Want Me) 

Hey there!
#buenasbuenas #USA  #Espana #Cuba 

grab a bite!… https://t.co/KBolwXwL9M",MariliaUax,Somewhere in the world.
79,"RT @Sport360: Messi has scored almost as many goals 🆚 the Premier League's 'Big 6' as Ronaldo 😳

Imagine if he'd played in England 🥵

#Mess…",MightyLucky2,
80,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,debashish_008,
81,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,ewaepee,meh
82,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,thegeorgeperry,Sakumono estates
83,"RT @LeoCuccittini_: Leo #Messi’s goal from the stands. 

Outstanding. https://t.co/lg1EmS6svX",BendamiMatodzi,"Johannesburg, South Africa"
84,Ekiti Government refutes rumours of change of Odo/Ogotun LCDA hqtrs - https://t.co/XopbmIVj1w #News #ekiti #Odo/Ogo… https://t.co/zPLmsYmGfW,notice_com_ng,"Lagos, Nigeria"
85,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",Fan2retour,
86,"Who will be the highest scorer for PSG this season?
#Messi #Mbappe #Neymar #PSG #MSN",prashant200771,Nepal
87,"RT @RayHudson: a goal so sublime you can feel your soul banging on ya ribcage screaming to be let out #Messi 
#PSGMANCITY",dash_yashraj,
88,"RT @Shahmeer_10: Starry night in Paris ft Leo Messi

#UCL #Messi https://t.co/gjnMEIBJge",princeteejay25,INDIA
89,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,SebaOcampo13,
90,"RT @messideepak10: Rule no. 1 !!! 
Never wear white jersey against Messi 👑 !!!

#Messi #PSG #messigoal https://t.co/FTqwrjaHWw",fcbdelhi10,"New Delhi, India"
91,"If I think there is something wrong, am I wrong?

#Messi #PSG https://t.co/73wMhR5A0R",therovingeyecup,Delhi
92,"RT @DigitalGeekHQ: Mbappe, Messi and Neymar after beating Manchester City last night !!
What a trio.. 
#Messi #Mbappe #Neymar #PSG #MCI #PS…",Mercy__yo,toronto 
93,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,mdhv011,
94,"Feel relaxed &amp; stress free with #meditation👇
👉https://t.co/PAWusRgDDT

#spirituality #quotes #Peace #love #Faith… https://t.co/SLLFRpBwT0",GuruSpakes,India
95,"RT @ModanAye: Liverpool vs porto ""highlights"" just incase u missed the game Kanairo 
#KemikalChallenge Ezra chiloba kikuyu 
#FreeTheWholeSt…",Arara_goa,"Nairobi, Kenya"
96,"RT @Ryk75013: Les 2 buteurs en wallpaper 🔴🔵
#Messi #Gueye #PSG https://t.co/kcbJciZlLF",Parisiennede88,
97,"RT @TheTableTalkPo1: ⚽️ It’s back!

@trotmantom7 and @DanCarterJourno are talking all things #BristolCity, #BristolRovers, #UCL, #Messi and…",DanCarterJourno,"Bristol, England"
98,"RT @r_otinga: #Messi  defending a free kick using the 'Under the wall' barricade which was popularised thanks to his free kicks.

The irony…",savio425,hyderabad
99,"⚽️ It’s back!

@trotmantom7 and @DanCarterJourno are talking all things #BristolCity, #BristolRovers, #UCL, #Messi… https://t.co/rL6V0zUik2",TheTableTalkPo1,
100,RT @PSGcore: Explain How will we tell our children that Leo Messi received the ball from this place and then scored his first goal with Par…,alkaline_jr953,
101,"RT @NelofarSiddique: Heartwarming!! how a pet saves  toddler
#wednesdaythought #Arbaeen_e_Hussaini
#ZubairUmar
#SaveQAU
#Messi https://t.co…",Shahzad28352011,
102,"RT @RayHudson: a goal so sublime you can feel your soul banging on ya ribcage screaming to be let out #Messi 
#PSGMANCITY",LorenzitoFO,In the pits of my depression
103,"RT @themic__: MIC, where is the Essence Cover?
This is it…

Essence by @wizkidayo and @temsbaby 

Enjoy and please share🙏🏾
Please use a goo…",subimoh,Lagos 
104,"Even the biggest players feel the pressure sometimes. 

#Messi #LeoMessi #LM10 #Paris #PSG #UCL #ChampionsLeague… https://t.co/fYt1oDMQer",365Scores,
105,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",Fabiodcst_,95
106,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,Ald5eelM,"Dammam, Saudi Arabia"
107,"Messi has scored almost as many goals 🆚 the Premier League's 'Big 6' as Ronaldo 😳

Imagine if he'd played in Englan… https://t.co/ydATRJQ5Dr",Sport360,"Dubai/Abu Dhabi, UAE"
108,"Karim Benzema has surpassed Raul to become the 4th highest goalscorer in the UEFA Champions League! 💪🇫🇷

#Benzema… https://t.co/t2TcOIB733",skworldfootball,
109,RT @ESPNArgentina: 📆 Hoy es 29 y mañana #Messi 🇦🇷 3️⃣0️⃣... https://t.co/sLAzPWtN2d,FlorenciaOfici1,
110,RT @Archianti: #Messi is your OAT and #Mbappe is Messi's GOAT 😏😌,SaitamaAbalo,Côte d'Ivoire
111,"RT @UmarRaj87088938: Referee: Why are You lying down?
Messi: Do you have any problem?
Referee: But you are a GOAT.
Messi: Team first 👍 #mes…",mvudahlabisa,Emsotra 
112,RT @ESPNArgentina: 📆 Hoy es 29 y mañana #Messi 🇦🇷 3️⃣0️⃣... https://t.co/sLAzPWtN2d,hiphopper87,
113,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,kyuxhae,@sjmydaydream ♡ elf + moomoo
114,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",Romain7481001,
115,RT @ESPNArgentina: 📆 Hoy es 29 y mañana #Messi 🇦🇷 3️⃣0️⃣... https://t.co/sLAzPWtN2d,Tanque1912,Paraguay
116,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,ffrannapolitani,"Córdoba, Argentina"
117,"Liquorose reveals why she’s unhappy with Pere, Angel’s return to show - BBNaija - https://t.co/Sdv3Un1IBv… https://t.co/at52Rm9iyv",notice_com_ng,"Lagos, Nigeria"
118,"RT @ripdsoul: My GOAT 🐐 doesn’t do farmers 
Look at that run 😭😭
#Messi will always be the GOAT
King Leo Messi 
#PSGMCI https://t.co/NTdKWpO…",kobelims,cebu
119,"RT @JimmyFifth: Messi's first goal for psg and Ronaldo's first goal for manutd.
This is a pictorial representation of the two player's care…",FrancisKamyaK,"Kampala, Uganda"
120,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,f8_t14,
121,"RT @Goal_India: Why worry when you have 🐐 in your team? 🔥

#Messi #PSG #UCL https://t.co/H4O69lSJCv",ArjunMithun,"Erode, India"
122,"RT @KrishnaKini51: Vardy still clear😏

#LCFC #PSG #Messi https://t.co/edfUjtmLET",088Aggy,
123,RT @SemperFiMessi: The best thing about #Messi is that he doesn't think he is Messi. #GOAT https://t.co/6LXfHYSKbx,TrashsevenN,
124,"RT @RayHudson: a goal so sublime you can feel your soul banging on ya ribcage screaming to be let out #Messi 
#PSGMANCITY",GlitchDay,
125,RT @GIVOVAofficial: GIVOVA is proud to announce that it will be the next technical partner of the club who was first in #Maradona and then…,Hernan57096246,Argentina
126,"What if #Messi wasn't #FCBarcelona player?

#Soccer #LeoMessi #Barcelona",julicemasslove,Knowhere
127,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,KevTessier,
128,"RT @salmanwasimkhan: Then they say he needs to prove himself in the premier league 😂
#Messi  #ChampionsLeague https://t.co/oGe4PwbUWJ",Kweku_yhaw,"Sekondi Takoradi, Ghana"
129,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",PronoRNT,
130,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,Murad__14,الجوف-دومة الجندل
131,RT @kroosctrl: Blessed to have witnessed this live. #D10S #ChampionsLeague #Messi https://t.co/3wFYMh0cGi,musaabdulqudus4,"Kwara, Nigeria"
132,"RT @mujohnt: I don't like shoes
#出産直後の感想教えて #ChampionsLeague #دوري_أبطال_أوروبا #GenshinImpact #ياقلب_لا_تامن_احد #بحر_العرب #SquidGames #و…",kudirimoutlook1,"Zhejiang, People's Republic of China"
133,RT @notice_com_ng: IGP Baba tells officers how to solve kidnapping problem in Nigeria - https://t.co/qsdVHGydsj #News #Baba #Nigeria#BBnaij…,DavidUdale,somewhere around the sun 
134,RT @notice_com_ng: I want to know if Tega’s husband chopped off Boma’s legs – Whitemoney - BBNaija - https://t.co/0AdjtMmY7I #Entertainment…,DavidUdale,somewhere around the sun 
135,"Guess who had more followers 2 months ago.??

#GOAT 
#Messi https://t.co/yivGJv9XYU",therovingeyecup,Delhi
136,"RT @BeingShakeel55: That's fucking cool, he went down to congratulate Messi on his first goal of many to come.👏👏
#Messi 
#PSG https://t.co/…",ShazeemWaheed,Male' City 
137,RT @IBZBLUE: 4K #Wallpapers | #MESSI GOAT 🐐🐐🐐🐐💙 https://t.co/9TViJBVt6U,salouh714,الاحساء
138,"RT @Esauchitwa: Messi: Should I be Doing this while Herrera is Watching?
Neymar: See how hard it is to defend against what You invented 😂😂…",Cynical_U73,
139,RT @verobrunati: GOAT 🐐#Messi https://t.co/Y3SODVKsAb,irejdoc1897,juventus stadium 
140,@PSG_English those uniforms 🔥 @Jumpman23 #messi many more goals to come #Neymar https://t.co/yVVZTljkjV,stormshadow86,"Alton, TX"
141,"RT @rioferdy5: The disrespect 😂😂😂

#Messi #UCL

 https://t.co/e9BnxYs0zt",2020AAGAMER,
142,"epa's editor’s choice 29 September 2021

see the full selection: https://t.co/SZaq99jb4s

subscribe here:… https://t.co/MMovq5fmRT",epaphotos,Worldwide
143,"RT @neymarsilvas10: #Neymar &amp; #Messi 💙
How it started / How it’s going https://t.co/IM20q9wTzX",sdzin_3,Calipal 
144,RT @Lucifer__Arjun: Twitter blowing up yet? #Messi scored guys...,Panda__Fn,India
145,"RT @MohamedAlawam7: Missed 🥺🥺
#Messi #ميسي https://t.co/rr9p8aQzVN",gNhNp7dhx1C9eGV,
146,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",JayJayJohannes,"Pretoria, South Africa"
147,RT @ESPNArgentina: 📆 Hoy es 29 y mañana #Messi 🇦🇷 3️⃣0️⃣... https://t.co/sLAzPWtN2d,Gil_la_culebra,
148,"RT @rioferdy5: The disrespect 😂😂😂

#Messi #UCL

 https://t.co/e9BnxYs0zt",JayC_Smith,"Accra, Ghana"
149,"RT @rioferdy5: The disrespect 😂😂😂

#Messi #UCL

 https://t.co/e9BnxYs0zt",IvanUlloaOK,"Salta, Argentina"
150,RT @ESPNArgentina: 📆 Hoy es 29 y mañana #Messi 🇦🇷 3️⃣0️⃣... https://t.co/sLAzPWtN2d,Tanitodecano,
151,RT @moudou78: Gueye 🔥🇸🇳 #PSGMCI #ldc #gueye  #psg #messi #neymar #Mbappe #ChampionsLeague #ldc #senegal https://t.co/1WodkDjj6l,Senegal_rt,Sénégal
152,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",PeretMeyssan,Bordeaux ( Guyenne )
153,"Same dance same partner, difference dance floor...

@neymarjr @TeamMessi 

#Messi #Neymar #ChampionsLeague https://t.co/tanHFG6L9a",_S_A_C__,
154,"RT @poppingCrease1: Neymar's Brother 😆😆😄😄

#PSGMCI
#Messi https://t.co/ngY6iMiCkP",maua_finest,maua 7/11
155,"RT @JuniorMessiMS10: PSG president came to congratulate leo for his first goal. #PSGMCI #Messi

#Messi https://t.co/rt3BANeTHD",EcashMastery,
156,"RT @PSGcore: Lionel Messi 7th Ballon Dor 2021 is Inevitable. Very easy: Messi is already in Paris, France 🇫🇷, He’ll just drive himself &amp; hi…",realfinneybay,Nigeria
157,RT @LeoCuccittini_: The way the team gathers around Leo #Messi to celebrate his goal is just beautiful to watch. https://t.co/lhRbvo9TF6,musaabdulqudus4,"Kwara, Nigeria"
158,Gueye 🔥🇸🇳 #PSGMCI #ldc #gueye  #psg #messi #neymar #Mbappe #ChampionsLeague #ldc #senegal https://t.co/1WodkDjj6l,moudou78,
159,RT @ESPNArgentina: 📆 Hoy es 29 y mañana #Messi 🇦🇷 3️⃣0️⃣... https://t.co/sLAzPWtN2d,lourd_mica,"Bahía Blanca, Argentina"
160,IGP Baba tells officers how to solve kidnapping problem in Nigeria - https://t.co/qsdVHGydsj #News #Baba #Nigeria#B… https://t.co/7EE3pV1GIa,notice_com_ng,"Lagos, Nigeria"
161,"RT @beINSPORTS_EN: 😅 Caption this 👇

#beINUCL #PSG #Messi #UCL 
https://t.co/i1jJd9K2SK",FeedelSircolour,
162,"RT @iamRanker: PSG president came to congratulate leo for his first goal. #PSGMCI #Messi

#Messi || Mbappe|| Guardiola||Paris https://t.co/…",Mercy__yo,toronto 
163,I want to know if Tega’s husband chopped off Boma’s legs – Whitemoney - BBNaija - https://t.co/0AdjtMmY7I… https://t.co/A1DVdC0qvh,notice_com_ng,"Lagos, Nigeria"
164,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",bob132a,"Salon-de-Provence, France"
165,Billions spent on education not yielding results – Hamid Bobboyi - UBEC - https://t.co/zQzGQPCdXe #Education… https://t.co/gsKfJAtlGc,notice_com_ng,"Lagos, Nigeria"
166,"RT @zaidlogs: Leo messi is in the position of wall that was invented for him 😂❤️
#Messi #psgvsmancity #ChampionsLeague https://t.co/wl9ORd9…",SOUMNAG,New Delhi
167,"RT @Sh_q_y: Simply the best 🐐
#Messi https://t.co/SK60hoW1L5",Ramesh06021085,
168,RT @roftastic: Was so focused on #Messi that I didn't even notice it!,MessiMX30i,
169,"RT @ZemmourEric: 2-0, quel but !
#PSGMCI #ChampionsLeague #Messi https://t.co/HiKmJaXbQG",FlorianDbs3869,"Lyon, france "
170,"RT @CrewsMat10: No Messi fan should have a few hundred followers as we've got millions of #Messi, #PSG and #Barça daily active users on Twi…",DieProphet,To Live & Die n. L.A.
171,"RT @JimmyFifth: Messi's first goal for psg and Ronaldo's first goal for manutd.
This is a pictorial representation of the two player's care…",Nihzrec,"Lagos, Nigeria"
172,"Thats Messi for you
#Messi https://t.co/a8Vx8KIGB4",prashant200771,Nepal
173,"RT @sonu_k7: Everyone were celebrating with him but he was just thanking Mbappe the whole time. Just shows what kind of a person he is 👌🏻
#…",SOUMNAG,New Delhi
